"year","time","rank","artist","album","song_title_clean","k_title","e_title","k_length","e_length","eng_label"
2020,47,194,"산들","스타트업 OST Part.10","어른 일기","어른 일기","",5,0,0
2020,48,1,"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Episode 1","VVS","","VVS",0,3,1
2020,48,3,"BTS","BE","Life Goes On","","Life Goes On",0,12,1
2020,48,8,"릴보이 (lIlBOI) , 원슈타인 (Wonstein) , Chillin Homie , 스카이민혁 (Skyminhyuk)","쇼미더머니 9 Episode 1","Freak","","Freak",0,5,1
2020,48,22,"BTS","BE","내 방을 여행하는 법","내 방을 여행하는 법","",11,0,0
2020,48,24,"BTS","BE","Blue & Grey","","Blue   Grey",0,11,1
2020,48,38,"BTS","BE","잠시","잠시","",2,0,0
2020,48,40,"허성현 (Rose de Penny) , dsel (디젤) , 가오가이 (kaogaii) , Untell (언텔)","쇼미더머니 9 Episode 1","윈윈","윈윈","",2,0,0
2020,48,43,"BTS","BE","Stay","","Stay",0,4,1
2020,48,48,"BTS","BE","병","병","",1,0,0
2020,48,84,"NCT U","NCT RESONANCE Pt. 2 - The 2nd Album","90`s Love","","s Love",0,6,1
2020,48,130,"양다일","Darling","Darling","","Darling",0,7,1
2020,48,131,"임한별","이 노래가 뭐라고","이 노래가 뭐라고","이 노래가 뭐라고","",9,0,0
2020,48,139,"2F (신용재, 김원주)","2020년 11월 어느 가을밤","2020년 11월 어느 가을밤","년  월 어느 가을밤","",11,0,0
2020,48,158,"볼빨간사춘기 (BOL4)","스타트업 OST Part.12","Love Letter","","Love Letter",0,11,1
2020,48,159,"STAYC(스테이씨)","Star To A Young Culture","SO BAD","","SO BAD",0,6,1
2020,49,1,"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Episode 1","VVS","","VVS",0,3,1
2020,49,3,"BTS","BE","Life Goes On","","Life Goes On",0,12,1
2020,49,19,"스윙스 (Swings) , 맥대디 (Mckdaddy) , Khakii (카키) , 래원 (Layone)","쇼미더머니 9 Episode 1","원해","원해","",2,0,0
2020,49,26,"카이 (KAI)","KAI - The 1st Mini Album","음 (Mmmh)","음","",1,0,1
2020,49,49,"aespa","Black Mamba","Black Mamba","","Black Mamba",0,11,1
2020,49,75,"GOT7","Breath of Love : Last Piece","LAST PIECE","","LAST PIECE",0,10,1
2020,49,109,"김재환","모든 순간에 (바니와 오빠들 X 김재환) OST","모든 순간에 (바니와 오빠들 X 김재환)","모든 순간에","",6,0,1
2020,49,110,"스윙스(Swings)","쇼미더머니 9 Episode 2","Upgrade 2020","","Upgrade",0,7,1
2020,49,114,"보아 (BoA)","BETTER - The 10th Album","Better","","Better",0,6,1
2020,49,123,"NCT U","NCT RESONANCE Pt. 2 - The 2nd Album","Work It","","Work It",0,7,1
2020,49,142,"수지","스타트업 OST Part.14","My Dear Love","","My Dear Love",0,12,1
2020,49,149,"긱스 (Geeks)","Officially Missing You","Officially Missing You","","Officially Missing You",0,22,1
2020,49,175,"스탠딩 에그(Standing Egg)","어제의 우리들","어제의 우리들","어제의 우리들","",7,0,0
2020,49,186,"케이시 (Kassy)","스타트업 OST Part.15","날 사랑한 처음의 너로 돌아와","날 사랑한 처음의 너로 돌아와","",16,0,0
2020,49,199,"전건호","사실 나는","사실 나는 (남자 Ver.)","사실 나는","",5,0,1
2020,50,1,"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Episode 1","VVS","","VVS",0,3,1
2020,50,2,"릴보이 (lIlBOI)","쇼미더머니 9 Episode 3","내일이 오면)","내일이 오면","",6,0,0
2020,50,5,"미란이 (Mirani)","쇼미더머니 9 Episode 3","Achoo","","Achoo",0,5,1
2020,50,11,"Khundi Panda","쇼미더머니 9 Episode 3","뿌리","뿌리","",2,0,0
2020,50,16,"원슈타인 (Wonstein)","쇼미더머니 9 Episode 3","적외선 카메라","적외선 카메라","",7,0,0
2020,50,22,"IZ*ONE","One-reeler / Act IV","Panorama","","Panorama",0,8,1
2020,50,29,"머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Episode 3","부어라 비워라","부어라 비워라","",7,0,0
2020,50,47,"정승환","어김없이 이 거리에","어김없이 이 거리에","어김없이 이 거리에","",10,0,0
2020,50,82,"양요섭","한 번에 알아본 사랑 (바른연애 길잡이 X 양요섭) OST","한 번에 알아본 사랑 (바른연애 길잡이 X 양요섭)","한 번에 알아본 사랑","",11,0,1
2020,50,102,"백예린","tellusboutyourself","Lovegame","","Lovegame",0,8,1
2020,50,112,"김호중","The Classic Album","아무도 잠들지 마라 (Nessun Dorma)","아무도 잠들지 마라","",10,0,1
2020,50,114,"김종국","지우고 아플 사랑은..","지우고 아플 사랑은..","지우고 아플 사랑은","",10,0,0
2020,50,116,"김호중","The Classic Album","남 몰래 흘리는 눈물 (Una Furtiva Lagrima)","남 몰래 흘리는 눈물","",11,0,1
2020,50,118,"김호중","The Classic Album","위대한 사랑 (Un Amore Cosi Grande)","위대한 사랑","",6,0,1
2020,50,122,"김호중","The Classic Album","지금 이 순간 (This is the Moment)","지금 이 순간","",7,0,1
2020,50,125,"김호중","The Classic Album","나를 잊지 말아요 (Non Ti Scorda Di Me)","나를 잊지 말아요","",9,0,1
2020,50,126,"김호중","The Classic Album","별은 빛나건만 (E Lucevan Le Stelle)","별은 빛나건만","",7,0,1
2020,50,127,"김호중","The Classic Album","풍경","풍경","",2,0,0
2020,50,129,"김호중","The Classic Album","여자의 마음 (La Donna Mobile)","여자의 마음","",6,0,1
2020,50,130,"김호중","The Classic Album","무정한 마음 (Core `Ngrato)","무정한 마음","",6,0,1
2020,50,131,"김호중","The Classic Album","페데리코의 탄식 (Lamento Di Federico)","페데리코의 탄식","",8,0,1
2020,50,132,"김호중","The Classic Album","오 솔레미오 (O Sole Mio)","오 솔레미오","",6,0,1
2020,50,133,"김호중","The Classic Album","아침의 노래 (Mattinata)","아침의 노래","",6,0,1
2020,50,144,"백예린","tellusboutyourself","You`re so lonely now, so you need me back by your side again","","You re so lonely now  so you need me back by your side again",0,60,1
2020,50,150,"백예린","tellusboutyourself","I am not your ocean anymore","","I am not your ocean anymore",0,27,1
2020,50,152,"케이윌 (K.Will)","스타트업 OST Part.17","너 하나만 바라볼 사람","너 하나만 바라볼 사람","",12,0,0
2020,50,164,"래원 (Layone)","쇼미더머니 9 Episode 3","Mask On)","","Mask On",0,7,1
2020,50,178,"백예린","tellusboutyourself","Hall&Oates","","Hall Oates",0,10,1
2020,50,183,"IZ*ONE","One-reeler / Act IV","Sequence","","Sequence",0,8,1
2020,50,189,"백예린","tellusboutyourself","Ms. Delicate","","Ms  Delicate",0,12,1
2020,50,200,"IZ*ONE","One-reeler / Act IV","O Sole Mio","","O Sole Mio",0,10,1
2020,51,1,"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Episode 1","VVS","","VVS",0,3,1
2020,51,10,"스윙스(Swings)","쇼미더머니 9 Semi Final","악역","악역","",2,0,0
2020,51,14,"태연 (TAEYEON)","What Do I Call You - The 4th Mini Album","What Do I Call You","","What Do I Call You",0,18,1
2020,51,21,"머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Semi Final","고독하구만","고독하구만","",5,0,0
2020,51,44,"이승기","The Project","잘할게","잘할게","",3,0,0
2020,51,56,"백예린","tellusboutyourself","Hate you","","Hate you",0,8,1
2020,51,61,"릴보이 (lIlBOI)","쇼미더머니 9 Semi Final","Bad News Cypher vol.2","","Bad News Cypher vol",0,19,1
2020,51,67,"KHUNDI PANDA","쇼미더머니 9 Semi Final","Hero","","Hero",0,4,1
2020,51,81,"래원 (Layone)","쇼미더머니 9 Semi Final","iii","","iii",0,3,1
2020,51,101,"원슈타인 (Wonstein)","쇼미더머니 9 Semi Final","세상에 나쁜 개는 없다","세상에 나쁜 개는 없다","",12,0,0
2020,51,102,"백예린","tellusboutyourself","Lovegame","","Lovegame",0,8,1
2020,51,104,"태연 (TAEYEON)","What Do I Call You - The 4th Mini Album","Playlist","","Playlist",0,8,1
2020,51,108,"백예린","tellusboutyourself","415","","",0,0,0
2020,51,110,"BTS","Dynamite (Holiday Remix)","Dynamite (Holiday Remix)","","Dynamite",0,8,1
2020,51,112,"신용재","너로 물든다 (바른연애 길잡이 X 신용재 (2F)) OST","너로 물든다 (바른연애 길잡이 X 신용재 (2F))","너로 물든다","",6,0,1
2020,51,113,"김성규","3rd Mini Album `INSIDE ME`","I`m Cold","","I m Cold",0,8,1
2020,51,114,"태연 (TAEYEON)","What Do I Call You - The 4th Mini Album","To the moon","","To the moon",0,11,1
2020,51,117,"태연 (TAEYEON)","What Do I Call You - The 4th Mini Album","Galaxy","","Galaxy",0,6,1
2020,51,118,"태연 (TAEYEON)","What Do I Call You - The 4th Mini Album","들불 (Wildfire)","들불","",2,0,1
2020,51,124,"노을","지켜줄게 (바니와 오빠들 X 노을) OST","지켜줄게 (바니와 오빠들 X 노을)","지켜줄게","",4,0,1
2020,51,135,"에피톤 프로젝트 (Epitone Project)","불면증 (Vocal by 윤하)","불면증 (Vocal by 윤하)","불면증","",3,0,1
2020,51,152,"동물음악대 (펭수, 록단장, 소울곰, 고막여우)","크리스마스 리턴즈","크리스마스 리턴즈","크리스마스 리턴즈","",9,0,0
2020,51,175,"미란이 (Mirani)","쇼미더머니 9 Semi Final","Part Time)","","Part Time",0,9,1
2020,52,1,"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Episode 1","VVS","","VVS",0,3,1
2020,52,8,"릴보이 (lIlBOI)","쇼미더머니 9 Final","CREDIT","","CREDIT",0,6,1
2020,52,10,"아이유 (IU)","Real","미리 메리 크리스마스","미리 메리 크리스마스","",11,0,0
2020,52,11,"릴보이 (lIlBOI)","쇼미더머니 9 Final","ON AIR","","ON AIR",0,6,1
2020,52,32,"머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Final","여백의 미","여백의 미","",5,0,0
2020,52,33,"나얼 (Naul)","서로를 위한 것","서로를 위한 것","서로를 위한 것","",8,0,0
2020,52,42,"머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Final","가다","가다","",2,0,0
2020,52,44,"백현 (BAEKHYUN)","놀이공원 (Amusement Park)","놀이공원 (Amusement Park)","놀이공원","",4,0,1
2020,52,45,"이하이","For You","For You","","For You",0,7,1
2020,52,93,"래원 (Layone)","쇼미더머니 9 Final","Yay & 팔로알토)","팔로알토","Yay",4,3,1
2020,52,98,"10cm","5.1","입김","입김","",2,0,0
2020,52,107,"토이, 정승환, 샘김 (Sam Kim), 정재형, 루시드폴, 페퍼톤스 (Peppertones), 박새별, 권진아, 이진아, 윤석철, 적재, CHAI (이수정), 서동환","2020 Antenna Christmas Carol","겨울의 우리들","겨울의 우리들","",7,0,0
2020,52,114,"래원 (Layone)","쇼미더머니 9 Final","Daydreamin","","Daydreamin",0,10,1
2020,52,131,"#안녕","붙잡고 싶어도","붙잡고 싶어도","붙잡고 싶어도","",7,0,0
2020,52,156,"스윙스(Swings)","쇼미더머니 9 Final","Still Hungry","","Still Hungry",0,12,1
2020,52,164,"TWICE","CRY FOR ME","CRY FOR ME","","CRY FOR ME",0,10,1
2020,52,169,"스윙스(Swings)","쇼미더머니 9 Final","B Mine","","B Mine",0,6,1
2020,52,178,"Rohann (이로한), 허성현 (Rose de Penny), 이기욱 (xs), Khundi Panda, dsel (디젤)","쇼미더머니 9 Final","연말이 되면","연말이 되면","",6,0,0
2021,1,1,"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Episode 1","VVS","","VVS",0,3,1
2021,1,11,"임영웅","내일은 미스터트롯 우승자 특전곡","이제 나만 믿어요","이제 나만 믿어요","",9,0,0
2021,1,102,"기리보이(Giriboy)","9컷","사랑이었나봐","사랑이었나봐","",6,0,0
2021,1,105,"마미손","나의슬픔(My Sadness)","사랑은","사랑은","",3,0,0
2021,1,109,"전상근","내 방","내 방","내 방","",3,0,0
2021,1,125,"우주소녀","As You Wish","이루리","이루리","",3,0,0
2021,1,191,"김필","불면 (sleeplessness)","불면 (sleeplessness)","불면","",2,0,1
2021,1,197,"박효신 (朴孝信)","미안하다 사랑한다 OST","눈의 꽃","눈의 꽃","",4,0,0
2021,2,1,"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)","쇼미더머니 9 Episode 1","VVS","","VVS",0,3,1
2021,2,14,"적재","나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","나랑 같이 걸을래 (바른연애 길잡이 X 적재)","나랑 같이 걸을래","",9,0,1
2021,2,15,"비 (Rain)","나로 바꾸자 (duet with JYP)","나로 바꾸자 (duet with JYP)","나로 바꾸자","",6,0,1
2021,2,34,"허각","Hello","우린 어쩌다 헤어진 걸까","우린 어쩌다 헤어진 걸까","",13,0,0
2021,2,49,"황인욱","한잔이면 지워질까","한잔이면 지워질까","한잔이면 지워질까","",9,0,0
2021,2,75,"양다일","요즘","요즘","요즘","",2,0,0
2021,2,103,"정준일","첫사랑","첫사랑)","첫사랑","",3,0,0
2021,2,112,"싱어게인 63호 가수","싱어게인 - 무명가수전 Episode.6","휘파람","휘파람","",3,0,0
2021,2,115,"조현아","철인왕후 OST Part. 3","Here I am","","Here I am",0,9,1
2021,2,121,"임재현","너밖에 안보여","너밖에 안보여","너밖에 안보여","",7,0,0
2021,2,123,"황민현","모든 밤 너에게 (연애혁명 X 민현 (뉴이스트)) OST","모든 밤 너에게 (연애혁명 X 민현 (뉴이스트))","모든 밤 너에게","",8,0,1
2021,2,186,"너도 나도 너드(싱어게인 17호 가수, 싱어게인 26호 가수)","싱어게인 - 무명가수전 Episode.7","우리의 밤은 당신의 낮보다 아름답다","우리의 밤은 당신의 낮보다 아름답다","",19,0,0
2021,2,190,"민경훈, 김희철","한량 (Prod. 딘딘)","한량)","한량","",2,0,0
2021,3,1,"경서","밤하늘의 별을(2020)","밤하늘의 별을(2020)","밤하늘의 별을","",7,0,0
2021,3,4,"(여자)아이들","I burn","화(火花)","화","",1,0,0
2021,3,18,"벤 (Ben)","혼술하고 싶은 밤","혼술하고 싶은 밤","혼술하고 싶은 밤","",9,0,0
2021,3,74,"머쉬베놈 (MUSHVENOM), 저스디스 (JUSTHIS)","굴젓 (G+Jus)","옜다","옜다","",2,0,0
2021,3,78,"VICTON (빅톤)","VOICE : The future is now","What I Said","","What I Said",0,11,1
2021,3,81,"윤도(YoonDo)","12월의 어느 겨울…","12월의 어느 겨울…","월의 어느 겨울","",8,0,0
2021,3,97,"장덕철","겨울잠","겨울잠","겨울잠","",3,0,0
2021,3,102,"(여자)아이들","I burn","MOON","","MOON",0,4,1
2021,3,106,"(여자)아이들","I burn","한(寒)","한","",1,0,0
2021,3,108,"pH-1, BIG Naughty (서동현), TRADE L, Woodie Gochild, 박재범, 키드킹 (Kidd King)","굴젓 (G+Jus)","VVS","","VVS",0,3,1
2021,3,109,"그루비룸 (GroovyRoom), 저스디스 (JUSTHIS)","굴젓 (G+Jus)","Achoo Remix","","Achoo Remix",0,11,1
2021,3,110,"반하나","한 여자가","한 여자가","한 여자가","",5,0,0
2021,3,114,"(여자)아이들","I burn","DAHLIA","","DAHLIA",0,6,1
2021,3,123,"(여자)아이들","I burn","LOST","","LOST",0,4,1
2021,3,127,"(여자)아이들","I burn","Where is love","","Where is love",0,13,1
2021,3,141,"김나영","그대는 어디에 (런 온 OST Part.8)","그대는 어디에","그대는 어디에","",7,0,0
2021,3,191,"피아노맨 (김세정)","혜화동 거리에서","혜화동 거리에서","혜화동 거리에서","",8,0,0
2021,4,1,"경서","밤하늘의 별을(2020)","밤하늘의 별을(2020)","밤하늘의 별을","",7,0,0
2021,4,11,"에픽하이 (EPIK HIGH)","Epik High Is Here 上","Rosario","","Rosario",0,7,1
2021,4,12,"에픽하이 (EPIK HIGH)","Epik High Is Here 上","내 얘기 같아","내 얘기 같아","",7,0,0
2021,4,36,"순순희","서면역에서","서면역에서","서면역에서","",5,0,0
2021,4,58,"AB6IX (에이비식스)","SALUTE : A NEW HOPE","불시착 (STAY YOUNG)","불시착","",3,0,1
2021,4,81,"에픽하이 (EPIK HIGH)","Epik High Is Here 上","정당방위","정당방위","",4,0,0
2021,4,99,"에픽하이 (EPIK HIGH)","Epik High Is Here 上","수상소감","수상소감","",4,0,0
2021,4,100,"청하","X (걸어온 길에 꽃밭 따윈 없었죠)","X (걸어온 길에 꽃밭 따윈 없었죠)","","X",0,1,1
2021,4,105,"DAY6 (Even of Day)","비밀:리에 vol.1 ″사랑, 이게 맞나 봐″","사랑, 이게 맞나 봐","사랑  이게 맞나 봐","",11,0,0
2021,4,113,"싱어게인 30호 가수","싱어게인 - 무명가수전 Episode.9","내 마음에 주단을 깔고","내 마음에 주단을 깔고","",12,0,0
2021,4,121,"하성운","여신강림 OST Part 6","Fall in You","","Fall in You",0,11,1
2021,4,123,"에픽하이 (EPIK HIGH)","Epik High Is Here 上","Leica","","Leica",0,5,1
2021,4,131,"유노윤호 (U-KNOW)","NOIR - The 2nd Mini Album","Thank U","","Thank U",0,7,1
2021,4,137,"솔지","기억해줘요 이런 내 마음을 (바니와 오빠들 X 솔지) OST","기억해줘요 이런 내 마음을 (바니와 오빠들 X 솔지)","기억해줘요 이런 내 마음을","",14,0,1
2021,4,139,"에픽하이 (EPIK HIGH)","Epik High Is Here 上","End of the World","","End of the World",0,16,1
2021,4,146,"원어스(ONEUS)","DEVIL","반박불가 (No diggity)","반박불가","",4,0,1
2021,4,148,"에픽하이 (EPIK HIGH)","Epik High Is Here 上","True Crime","","True Crime",0,10,1
2021,4,159,"에픽하이 (EPIK HIGH)","Epik High Is Here 上","Lesson Zero","","Lesson Zero",0,11,1
2021,5,1,"아이유 (IU)","Celebrity","Celebrity","","Celebrity",0,9,1
2021,5,2,"10cm","이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST","이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)","이 밤을 빌려 말해요","",11,0,1
2021,5,14,"적재","나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","나랑 같이 걸을래 (바른연애 길잡이 X 적재)","나랑 같이 걸을래","",9,0,1
2021,5,30,"규현 (KYUHYUN)","마지막 날에 (Moving On)","마지막 날에 (Moving On)","마지막 날에","",6,0,1
2021,5,35,"HYNN(박혜원)","그대 없이 그대와","그대 없이 그대와","그대 없이 그대와","",9,0,0
2021,5,72,"IZ*ONE","D-D-DANCE","D-D-DANCE","","D D DANCE",0,9,1
2021,5,89,"골든차일드","5th Mini Album [YES.]","안아줄게(Burn It)","안아줄게","",4,0,1
2021,5,106,"양다일","our joys and sadnesses","아파","아파","",2,0,0
2021,5,112,"싱어게인 63호 가수","싱어게인 - 무명가수전 Episode.6","휘파람","휘파람","",3,0,0
2021,5,123,"케이윌 (K.Will)","니가 (도시남녀의 사랑법 OST Part.5)","니가","니가","",2,0,0
2021,5,147,"세정","경이로운 소문 OST Part 2","재회 (再會)","재회","",2,0,0
2021,5,150,"바비 (BOBBY)","LUCKY MAN","야 우냐 (U MAD)","야 우냐","",4,0,1
2021,5,163,"싱어게인 63호 가수","싱어게인 - 무명가수전 Episode.9","바다에 누워","바다에 누워","",6,0,0
2021,5,170,"다운","경이로운 소문 OST Part 3","괜찮아","괜찮아","",3,0,0
2021,5,198,"소향","오! 삼광빌라! OST Part.9","잊었니","잊었니","",3,0,0
2021,6,1,"아이유 (IU)","Celebrity","Celebrity","","Celebrity",0,9,1
2021,6,9,"현아 (HyunA)","I`m Not Cool","I`m Not Cool","","I m Not Cool",0,12,1
2021,6,20,"경서 (경서예지), MJ (써니사이드)","술 한잔 해요","술 한잔 해요","술 한잔 해요","",7,0,0
2021,6,40,"정동하","추억은 만남보다 이별에 남아","추억은 만남보다 이별에 남아","추억은 만남보다 이별에 남아","",15,0,0
2021,6,75,"이수","Your Lights (바이크 원정대 OST Part.1)","Your Lights","","Your Lights",0,11,1
2021,6,81,"시우민 (XIUMIN)","철인왕후 OST Part. 7","나의 유일한 너에게","나의 유일한 너에게","",10,0,0
2021,6,112,"카더가든","부재","아무렇지 않은 사람","아무렇지 않은 사람","",10,0,0
2021,6,116,"이무진","싱어게인 - 무명가수전 Episode.10","꿈","꿈","",1,0,0
